ch	bin	state
chr2R	270	active
chr2R	271	inactive
chr2R	272	inactive
chr2R	273	inactive
chr2R	274	inactive
chr2R	275	neutral
chr2R	276	active
chr2R	277	neutral
chr2R	278	inactive
chr2R	279	inactive
chr2R	280	inactive
chr2R	281	active
chr2R	282	neutral
chr2R	283	neutral
chr2R	284	neutral
chr2R	285	neutral
chr2R	286	active
chr2R	287	active
chr2R	288	active
chr2R	289	active
chr2R	290	neutral
chr2R	291	neutral
chr2R	292	inactive
chr2R	293	neutral
chr2R	294	active
chr2R	295	inactive
chr2R	296	inactive
chr2R	297	inactive
chr2R	298	inactive
chr2R	299	inactive
chr2R	300	inactive
chr2R	301	inactive
chr2R	302	inactive
chr2R	303	inactive
chr2R	304	inactive
chr2R	305	inactive
chr2R	306	inactive
chr2R	307	inactive
chr2R	308	neutral
chr2R	309	inactive
chr2R	310	neutral
chr2R	311	inactive
chr2R	312	inactive
chr2R	313	neutral
chr2R	314	neutral
chr2R	315	neutral
chr2R	316	active
chr2R	317	inactive
chr2R	318	inactive
chr2R	319	inactive
chr2R	320	neutral
chr2R	321	active
chr2R	322	neutral
chr2R	323	neutral
chr2R	324	neutral
chr2R	325	neutral
chr2R	326	neutral
chr2R	327	active
chr2R	328	active
chr2R	329	active
chr2R	330	polycomb
chr2R	331	polycomb
chr2R	332	polycomb
chr2R	333	active
chr2R	334	active
chr2R	335	active
chr2R	336	neutral
chr2R	337	active
chr2R	338	active
chr2R	339	active
chr2R	340	active
chr2R	341	active
chr2R	342	active
chr2R	343	inactive
chr2R	344	inactive
chr2R	345	active
chr2R	346	active
chr2R	347	active
chr2R	348	neutral
chr2R	349	neutral
chr2R	350	neutral
chr2R	351	neutral
chr2R	352	inactive
chr2R	353	neutral
chr2R	354	active
chr2R	355	neutral
chr2R	356	active
chr2R	357	neutral
chr2R	358	neutral
chr2R	359	inactive
chr2R	360	active
chr2R	361	active
chr2R	362	active
chr2R	363	neutral
chr2R	364	neutral
chr2R	365	neutral
chr2R	366	neutral
chr2R	367	active
chr2R	368	active
chr2R	369	active
chr2R	370	active
chr2R	371	active
chr2R	372	inactive
chr2R	373	inactive
chr2R	374	inactive
chr2R	375	inactive
chr2R	376	inactive
chr2R	377	inactive
chr2R	378	neutral
chr2R	379	neutral
chr2R	380	active
chr2R	381	active
chr2R	382	active
chr2R	383	active
chr2R	384	active
chr2R	385	active
chr2R	386	active
chr2R	387	active
chr2R	388	inactive
chr2R	389	inactive
chr2R	390	polycomb
chr2R	391	polycomb
chr2R	392	polycomb
chr2R	393	polycomb
chr2R	394	neutral
chr2R	395	active
chr2R	396	active
chr2R	397	active
chr2R	398	active
chr2R	399	neutral
chr2R	400	active
chr2R	401	active
chr2R	402	active
chr2R	403	neutral
chr2R	404	neutral
chr2R	405	active
chr2R	406	neutral
chr2R	407	neutral
chr2R	408	neutral
chr2R	409	neutral
chr2R	410	active
chr2R	411	active
chr2R	412	neutral
chr2R	413	neutral
chr2R	414	inactive
chr2R	415	inactive
chr2R	416	inactive
chr2R	417	inactive
chr2R	418	inactive
chr2R	419	inactive
chr2R	420	inactive
chr2R	421	neutral
chr2R	422	inactive
chr2R	423	inactive
chr2R	424	inactive
chr2R	425	inactive
chr2R	426	inactive
chr2R	427	inactive
chr2R	428	inactive
chr2R	429	inactive
chr2R	430	inactive
chr2R	431	active
chr2R	432	inactive
chr2R	433	active
chr2R	434	inactive
chr2R	435	inactive
chr2R	436	inactive
chr2R	437	inactive
chr2R	438	inactive
chr2R	439	inactive
chr2R	440	inactive
chr2R	441	inactive
chr2R	442	inactive
chr2R	443	inactive
chr2R	444	inactive
chr2R	445	inactive
chr2R	446	inactive
chr2R	447	inactive
chr2R	448	neutral
chr2R	449	neutral
chr2R	450	active
chr2R	451	active
chr2R	452	polycomb
chr2R	453	neutral
chr2R	454	neutral
chr2R	455	neutral
chr2R	456	neutral
chr2R	457	inactive
chr2R	458	inactive
chr2R	459	inactive
chr2R	460	active
chr2R	461	active
chr2R	462	inactive
chr2R	463	inactive
chr2R	464	inactive
chr2R	465	inactive
chr2R	466	inactive
chr2R	467	inactive
chr2R	468	inactive
chr2R	469	inactive
chr2R	470	inactive
chr2R	471	inactive
chr2R	472	inactive
chr2R	473	inactive
chr2R	474	inactive
chr2R	475	inactive
chr2R	476	inactive
chr2R	477	active
chr2R	478	active
chr2R	479	active
chr2R	480	active
chr2R	481	active
chr2R	482	active
chr2R	483	active
chr2R	484	active
chr2R	485	inactive
chr2R	486	inactive
chr2R	487	inactive
chr2R	488	inactive
chr2R	489	inactive
chr2R	490	inactive
chr2R	491	inactive
chr2R	492	inactive
chr2R	493	inactive
chr2R	494	inactive
chr2R	495	polycomb
chr2R	496	inactive
chr2R	497	active
chr2R	498	active
chr2R	499	active
chr2R	500	active
chr2R	501	active
chr2R	502	active
chr2R	503	active
chr2R	504	active
chr2R	505	active
chr2R	506	active
chr2R	507	neutral
chr2R	508	polycomb
chr2R	509	active
chr2R	510	inactive
chr2R	511	inactive
chr2R	512	inactive
chr2R	513	inactive
chr2R	514	active
chr2R	515	neutral
chr2R	516	neutral
chr2R	517	active
chr2R	518	neutral
chr2R	519	neutral
chr2R	520	neutral
chr2R	521	neutral
chr2R	522	neutral
chr2R	523	inactive
chr2R	524	inactive
chr2R	525	inactive
chr2R	526	neutral
chr2R	527	inactive
chr2R	528	active
chr2R	529	neutral
chr2R	530	neutral
chr2R	531	neutral
chr2R	532	neutral
chr2R	533	active
chr2R	534	neutral
chr2R	535	inactive
chr2R	536	active
chr2R	537	inactive
chr2R	538	neutral
chr2R	539	inactive
chr2R	540	neutral
chr2R	541	inactive
chr2R	542	inactive
chr2R	543	neutral
chr2R	544	neutral
chr2R	545	active
chr2R	546	active
chr2R	547	active
chr2R	548	active
chr2R	549	active
chr2R	550	neutral
chr2R	551	neutral
chr2R	552	neutral
chr2R	553	neutral
chr2R	554	neutral
chr2R	555	neutral
chr2R	556	neutral
chr2R	557	neutral
chr2R	558	inactive
chr2R	559	neutral
chr2R	560	active
chr2R	561	inactive
chr2R	562	inactive
chr2R	563	inactive
chr2R	564	inactive
chr2R	565	inactive
chr2R	566	inactive
chr2R	567	inactive
chr2R	568	inactive
chr2R	569	inactive
chr2R	570	neutral
chr2R	571	inactive
chr2R	572	active
chr2R	573	active
chr2R	574	neutral
chr2R	575	neutral
chr2R	576	active
chr2R	577	active
chr2R	578	active
chr2R	579	inactive
chr2R	580	active
chr2R	581	neutral
chr2R	582	neutral
chr2R	583	neutral
chr2R	584	neutral
chr2R	585	active
chr2R	586	polycomb
chr2R	587	polycomb
chr2R	588	active
chr2R	589	neutral
chr2R	590	neutral
chr2R	591	active
chr2R	592	active
chr2R	593	neutral
chr2R	594	neutral
chr2R	595	active
chr2R	596	neutral
chr2R	597	inactive
chr2R	598	neutral
chr2R	599	active
chr2R	600	active
chr2R	601	neutral
chr2R	602	active
chr2R	603	active
chr2R	604	neutral
chr2R	605	inactive
chr2R	606	inactive
chr2R	607	inactive
chr2R	608	inactive
chr2R	609	inactive
chr2R	610	neutral
chr2R	611	neutral
chr2R	612	inactive
chr2R	613	inactive
chr2R	614	neutral
chr2R	615	neutral
chr2R	616	neutral
chr2R	617	neutral
chr2R	618	active
chr2R	619	active
chr2R	620	inactive
chr2R	621	inactive
chr2R	622	inactive
chr2R	623	inactive
chr2R	624	inactive
chr2R	625	inactive
chr2R	626	inactive
chr2R	627	inactive
chr2R	628	inactive
chr2R	629	inactive
chr2R	630	neutral
chr2R	631	neutral
chr2R	632	active
chr2R	633	neutral
chr2R	634	active
chr2R	635	active
chr2R	636	neutral
chr2R	637	active
chr2R	638	active
chr2R	639	active
chr2R	640	active
chr2R	641	active
chr2R	642	neutral
chr2R	643	neutral
chr2R	644	neutral
chr2R	645	neutral
chr2R	646	neutral
chr2R	647	neutral
chr2R	648	neutral
chr2R	649	neutral
chr2R	650	active
chr2R	651	neutral
chr2R	652	neutral
chr2R	653	active
chr2R	654	inactive
chr2R	655	inactive
chr2R	656	inactive
chr2R	657	inactive
chr2R	658	inactive
chr2R	659	inactive
chr2R	660	inactive
chr2R	661	inactive
chr2R	662	active
chr2R	663	active
chr2R	664	active
chr2R	665	neutral
chr2R	666	neutral
chr2R	667	inactive
chr2R	668	inactive
chr2R	669	active
chr2R	670	active
chr2R	671	active
chr2R	672	neutral
chr2R	673	neutral
chr2R	674	neutral
chr2R	675	neutral
chr2R	676	active
chr2R	677	active
chr2R	678	active
chr2R	679	neutral
chr2R	680	neutral
chr2R	681	inactive
chr2R	682	inactive
chr2R	683	inactive
chr2R	684	inactive
chr2R	685	inactive
chr2R	686	inactive
chr2R	687	neutral
chr2R	688	neutral
chr2R	689	neutral
chr2R	690	neutral
chr2R	691	neutral
chr2R	692	neutral
chr2R	693	neutral
chr2R	694	neutral
chr2R	695	neutral
chr2R	696	neutral
chr2R	697	neutral
chr2R	698	neutral
chr2R	699	neutral
chr2R	700	neutral
chr2R	701	neutral
chr2R	702	inactive
chr2R	703	inactive
chr2R	704	inactive
chr2R	705	inactive
chr2R	706	neutral
chr2R	707	neutral
chr2R	708	neutral
chr2R	709	neutral
chr2R	710	active
chr2R	711	neutral
chr2R	712	inactive
chr2R	713	inactive
chr2R	714	inactive
chr2R	715	inactive
chr2R	716	active
chr2R	717	active
chr2R	718	active
chr2R	719	active
chr2R	720	inactive
chr2R	721	inactive
chr2R	722	inactive
chr2R	723	inactive
chr2R	724	active
chr2R	725	active
chr2R	726	inactive
chr2R	727	neutral
chr2R	728	neutral
chr2R	729	inactive
chr2R	730	inactive
chr2R	731	inactive
chr2R	732	inactive
chr2R	733	neutral
chr2R	734	active
chr2R	735	polycomb
chr2R	736	polycomb
chr2R	737	neutral
chr2R	738	neutral
chr2R	739	polycomb
chr2R	740	polycomb
chr2R	741	polycomb
chr2R	742	polycomb
chr2R	743	polycomb
chr2R	744	polycomb
chr2R	745	polycomb
chr2R	746	neutral
chr2R	747	active
chr2R	748	neutral
chr2R	749	neutral
chr2R	750	active
chr2R	751	neutral
chr2R	752	neutral
chr2R	753	neutral
chr2R	754	neutral
chr2R	755	neutral
chr2R	756	neutral
chr2R	757	active
chr2R	758	polycomb
chr2R	759	polycomb
chr2R	760	neutral
chr2R	761	inactive
chr2R	762	inactive
chr2R	763	inactive
chr2R	764	inactive
chr2R	765	inactive
chr2R	766	neutral
chr2R	767	inactive
chr2R	768	inactive
chr2R	769	inactive
chr2R	770	inactive
chr2R	771	inactive
chr2R	772	neutral
chr2R	773	inactive
chr2R	774	active
chr2R	775	active
chr2R	776	active
chr2R	777	active
chr2R	778	active
chr2R	779	inactive
chr2R	780	inactive
chr2R	781	inactive
chr2R	782	inactive
chr2R	783	inactive
chr2R	784	inactive
chr2R	785	active
chr2R	786	active
chr2R	787	active
chr2R	788	inactive
chr2R	789	neutral
chr2R	790	neutral
chr2R	791	active
chr2R	792	active
chr2R	793	active
chr2R	794	inactive
chr2R	795	inactive
chr2R	796	inactive
chr2R	797	inactive
chr2R	798	neutral
chr2R	799	inactive
chr2R	800	inactive
chr2R	801	neutral
chr2R	802	neutral
chr2R	803	active
chr2R	804	active
chr2R	805	active
chr2R	806	active
chr2R	807	active
chr2R	808	active
chr2R	809	neutral
chr2R	810	neutral
chr2R	811	inactive
chr2R	812	inactive
chr2R	813	inactive
chr2R	814	inactive
chr2R	815	neutral
chr2R	816	inactive
chr2R	817	inactive
chr2R	818	inactive
chr2R	819	inactive
chr2R	820	neutral
chr2R	821	active
chr2R	822	active
chr2R	823	active
chr2R	824	active
chr2R	825	inactive
chr2R	826	inactive
chr2R	827	neutral
chr2R	828	inactive
chr2R	829	inactive
chr2R	830	inactive
chr2R	831	active
chr2R	832	active
chr2R	833	active
chr2R	834	neutral
chr2R	835	active
chr2R	836	neutral
chr2R	837	active
chr2R	838	active
chr2R	839	active
chr2R	840	active
chr2R	841	neutral
chr2R	842	neutral
chr2R	843	neutral
chr2R	844	neutral
chr2R	845	active
chr2R	846	active
chr2R	847	active
chr2R	848	neutral
chr2R	849	active
chr2R	850	active
chr2R	851	active
chr2R	852	active
chr2R	853	inactive
chr2R	854	active
chr2R	855	inactive
chr2R	856	active
chr2R	857	active
chr2R	858	neutral
chr2R	859	neutral
chr2R	860	neutral
chr2R	861	neutral
chr2R	862	neutral
chr2R	863	neutral
chr2R	864	active
chr2R	865	inactive
chr2R	866	inactive
chr2R	867	inactive
chr2R	868	inactive
chr2R	869	inactive
chr2R	870	inactive
chr2R	871	inactive
chr2R	872	inactive
chr2R	873	active
chr2R	874	active
chr2R	875	active
chr2R	876	active
chr2R	877	polycomb
chr2R	878	polycomb
chr2R	879	polycomb
chr2R	880	active
chr2R	881	active
chr2R	882	active
chr2R	883	polycomb
chr2R	884	polycomb
chr2R	885	polycomb
chr2R	886	neutral
chr2R	887	polycomb
chr2R	888	polycomb
chr2R	889	polycomb
chr2R	890	polycomb
chr2R	891	polycomb
chr2R	892	polycomb
chr2R	893	inactive
chr2R	894	inactive
chr2R	895	inactive
chr2R	896	inactive
chr2R	897	inactive
chr2R	898	inactive
chr2R	899	inactive
chr2R	900	inactive
chr2R	901	inactive
chr2R	902	active
chr2R	903	active
chr2R	904	active
chr2R	905	active
chr2R	906	active
chr2R	907	active
chr2R	908	active
chr2R	909	active
chr2R	910	active
chr2R	911	active
chr2R	912	active
chr2R	913	inactive
chr2R	914	neutral
chr2R	915	inactive
chr2R	916	inactive
chr2R	917	inactive
chr2R	918	inactive
chr2R	919	inactive
chr2R	920	neutral
chr2R	921	neutral
chr2R	922	neutral
chr2R	923	inactive
chr2R	924	inactive
chr2R	925	inactive
chr2R	926	inactive
chr2R	927	inactive
chr2R	928	inactive
chr2R	929	active
chr2R	930	active
chr2R	931	neutral
chr2R	932	neutral
chr2R	933	active
chr2R	934	active
chr2R	935	neutral
chr2R	936	neutral
chr2R	937	active
chr2R	938	neutral
chr2R	939	active
chr2R	940	inactive
chr2R	941	inactive
chr2R	942	neutral
chr2R	943	active
chr2R	944	neutral
chr2R	945	inactive
chr2R	946	neutral
chr2R	947	neutral
chr2R	948	neutral
chr2R	949	neutral
chr2R	950	neutral
chr2R	951	neutral
chr2R	952	neutral
chr2R	953	neutral
chr2R	954	neutral
chr2R	955	neutral
chr2R	956	neutral
chr2R	957	neutral
chr2R	958	neutral
chr2R	959	neutral
chr2R	960	neutral
chr2R	961	neutral
chr2R	962	neutral
chr2R	963	neutral
chr2R	964	neutral
chr2R	965	neutral
chr2R	966	neutral
chr2R	967	neutral
chr2R	968	neutral
chr2R	969	neutral
chr2R	970	active
chr2R	971	inactive
chr2R	972	inactive
chr2R	973	active
chr2R	974	active
chr2R	975	active
chr2R	976	active
chr2R	977	active
chr2R	978	neutral
chr2R	979	neutral
chr2R	980	neutral
chr2R	981	neutral
chr2R	982	neutral
chr2R	983	active
chr2R	984	active
chr2R	985	active
chr2R	986	active
chr2R	987	active
chr2R	988	neutral
chr2R	989	neutral
chr2R	990	neutral
chr2R	991	neutral
chr2R	992	neutral
chr2R	993	active
chr2R	994	active
chr2R	995	active
chr2R	996	neutral
chr2R	997	neutral
chr2R	998	neutral
chr2R	999	neutral
chr2R	1000	neutral
chr2R	1001	neutral
chr2R	1002	neutral
chr2R	1003	neutral
chr2R	1004	active
chr2R	1005	active
chr2R	1006	active
chr2R	1007	neutral
chr2R	1008	neutral
chr2R	1009	polycomb
chr2R	1010	neutral
chr2R	1011	active
chr2R	1012	active
chr2R	1013	active
chr2R	1014	active
chr2R	1015	active
chr2R	1016	inactive
chr2R	1017	inactive
chr2R	1018	inactive
chr2R	1019	neutral
chr2R	1020	neutral
chr2R	1021	neutral
chr2R	1022	neutral
chr2R	1023	neutral
chr2R	1024	active
chr2R	1025	inactive
chr2R	1026	inactive
chr2R	1027	inactive
chr2R	1028	inactive
chr2R	1029	inactive
chr2R	1030	inactive
chr2R	1031	inactive
chr2R	1032	polycomb
chr2R	1033	polycomb
chr2R	1034	polycomb
chr2R	1035	polycomb
chr2R	1036	polycomb
chr2R	1037	neutral
chr2R	1038	active
chr2R	1039	active
chr2R	1040	neutral
chr2R	1041	neutral
chr2R	1042	neutral
chr2R	1043	neutral
chr2R	1044	neutral
chr2R	1045	neutral
chr2R	1046	neutral
chr2R	1047	inactive
chr2R	1048	active
chr2R	1049	active
chr2R	1050	active
chr2R	1051	neutral
chr2R	1052	inactive
chr2R	1053	neutral
chr2R	1054	neutral
chr2R	1055	inactive
chr2R	1056	inactive
chr2R	1057	inactive
chr2R	1058	inactive
chr2R	1059	inactive
chr2R	1060	inactive
chr2R	1061	inactive
chr2R	1062	inactive
chr2R	1063	inactive
chr2R	1064	active
chr2R	1065	active
chr2R	1066	polycomb
chr2R	1067	polycomb
chr2R	1068	polycomb
chr2R	1069	polycomb
chr2R	1070	polycomb
chr2R	1071	inactive
chr2R	1072	inactive
chr2R	1073	active
chr2R	1074	active
chr2R	1075	active
chr2R	1076	active
chr2R	1077	inactive
chr2R	1078	inactive
chr2R	1079	active
chr2R	1080	neutral
chr2R	1081	inactive
chr2R	1082	active
chr2R	1083	active
chr2R	1084	neutral
chr2R	1085	neutral
chr2R	1086	neutral
chr2R	1087	active
chr2R	1088	inactive
chr2R	1089	inactive
chr2R	1090	inactive
chr2R	1091	inactive
chr2R	1092	inactive
chr2R	1093	neutral
chr2R	1094	inactive
chr2R	1095	inactive
chr2R	1096	inactive
chr2R	1097	inactive
chr2R	1098	inactive
chr2R	1099	inactive
chr2R	1100	neutral
chr2R	1101	neutral
chr2R	1102	neutral
chr2R	1103	active
chr2R	1104	inactive
chr2R	1105	inactive
chr2R	1106	inactive
chr2R	1107	inactive
chr2R	1108	inactive
chr2R	1109	active
chr2R	1110	active
chr2R	1111	active
chr2R	1112	inactive
chr2R	1113	neutral
chr2R	1114	active
chr2R	1115	active
chr2R	1116	active
chr2R	1117	neutral
chr2R	1118	neutral
chr2R	1119	neutral
chr2R	1120	active
chr2R	1121	active
chr2R	1122	inactive
chr2R	1123	neutral
chr2R	1124	neutral
chr2R	1125	active
chr2R	1126	active
chr2R	1127	active
chr2R	1128	inactive
chr2R	1129	inactive
chr2R	1130	inactive
chr2R	1131	inactive
chr2R	1132	inactive
chr2R	1133	inactive
chr2R	1134	inactive
chr2R	1135	inactive
chr2R	1136	neutral
chr2R	1137	inactive
chr2R	1138	inactive
chr2R	1139	inactive
chr2R	1140	active
chr2R	1141	active
chr2R	1142	inactive
chr2R	1143	inactive
chr2R	1144	inactive
chr2R	1145	active
chr2R	1146	inactive
chr2R	1147	inactive
chr2R	1148	inactive
chr2R	1149	inactive
chr2R	1150	neutral
chr2R	1151	neutral
chr2R	1152	inactive
chr2R	1153	inactive
chr2R	1154	polycomb
chr2R	1155	polycomb
chr2R	1156	neutral
chr2R	1157	active
chr2R	1158	inactive
chr2R	1159	inactive
chr2R	1160	inactive
chr2R	1161	neutral
chr2R	1162	neutral
chr2R	1163	neutral
chr2R	1164	neutral
chr2R	1165	active
chr2R	1166	active
chr2R	1167	neutral
chr2R	1168	neutral
chr2R	1169	neutral
chr2R	1170	neutral
chr2R	1171	inactive
chr2R	1172	inactive
chr2R	1173	inactive
chr2R	1174	active
chr2R	1175	active
chr2R	1176	active
chr2R	1177	neutral
chr2R	1178	neutral
chr2R	1179	neutral
chr2R	1180	neutral
chr2R	1181	active
chr2R	1182	active
chr2R	1183	active
chr2R	1184	neutral
chr2R	1185	inactive
chr2R	1186	inactive
chr2R	1187	inactive
chr2R	1188	active
chr2R	1189	active
chr2R	1190	active
chr2R	1191	active
chr2R	1192	inactive
chr2R	1193	active
chr2R	1194	active
chr2R	1195	inactive
chr2R	1196	inactive
chr2R	1197	active
chr2R	1198	neutral
chr2R	1199	active
chr2R	1200	neutral
chr2R	1201	neutral
chr2R	1202	active
chr2R	1203	active
chr2R	1204	neutral
chr2R	1205	active
chr2R	1206	neutral
chr2R	1207	active
chr2R	1208	active
chr2R	1209	neutral
chr2R	1210	neutral
chr2R	1211	neutral
chr2R	1212	neutral
chr2R	1213	inactive
chr2R	1214	inactive
chr2R	1215	active
chr2R	1216	inactive
chr2R	1217	inactive
chr2R	1218	active
chr2R	1219	inactive
chr2R	1220	active
chr2R	1221	active
chr2R	1222	active
chr2R	1223	neutral
chr2R	1224	inactive
chr2R	1225	neutral
chr2R	1226	inactive
chr2R	1227	inactive
chr2R	1228	inactive
chr2R	1229	neutral
chr2R	1230	inactive
chr2R	1231	inactive
chr2R	1232	inactive
chr2R	1233	inactive
chr2R	1234	neutral
chr2R	1235	inactive
chr2R	1236	inactive
chr2R	1237	inactive
chr2R	1238	neutral
chr2R	1239	inactive
chr2R	1240	neutral
chr2R	1241	active
chr2R	1242	inactive
chr2R	1243	inactive
chr2R	1244	inactive
chr2R	1245	inactive
chr2R	1246	neutral
chr2R	1247	active
chr2R	1248	inactive
chr2R	1249	inactive
chr2R	1250	inactive
chr2R	1251	active
chr2R	1252	neutral
chr2R	1253	inactive
chr2R	1254	inactive
chr2R	1255	inactive
chr2R	1256	inactive
chr2R	1257	neutral
chr2R	1258	inactive
chr2R	1259	inactive
chr2R	1260	inactive
chr2R	1261	inactive
chr2R	1262	inactive
chr2R	1263	inactive
chr2R	1264	active
chr2R	1265	neutral
chr2R	1266	inactive
chr2R	1267	neutral
chr2R	1268	inactive
chr2R	1269	neutral
chr2R	1270	neutral
chr2R	1271	neutral
chr2R	1272	neutral
chr2R	1273	neutral
chr2R	1274	active
chr2R	1275	active
chr2R	1276	inactive
chr2R	1277	inactive
chr2R	1278	inactive
chr2R	1279	inactive
chr2R	1280	inactive
chr2R	1281	neutral
chr2R	1282	neutral
chr2R	1283	active
chr2R	1284	active
chr2R	1285	inactive
chr2R	1286	inactive
chr2R	1287	inactive
chr2R	1288	active
chr2R	1289	active
chr2R	1290	active
chr2R	1291	active
chr2R	1292	active
chr2R	1293	active
chr2R	1294	active
chr2R	1295	active
chr2R	1296	neutral
