ch	bin	state	ntad
chr3R	265	polycomb	29
chr3R	266	polycomb	29
chr3R	267	polycomb	29
chr3R	268	polycomb	29
chr3R	269	polycomb	29
chr3R	270	polycomb	29
chr3R	271	polycomb	29
chr3R	272	polycomb	29
chr3R	273	polycomb	29
chr3R	274	polycomb	30
chr3R	275	polycomb	30
chr3R	276	polycomb	30
chr3R	277	polycomb	30
chr3R	278	polycomb	30
chr3R	279	polycomb	30
chr3R	280	polycomb	30
chr3R	281	polycomb	30
chr3R	282	polycomb	30
chr3R	283	polycomb	30
chr3R	284	polycomb	30
chr3R	285	polycomb	30
chr3R	286	polycomb	30
chr3R	287	polycomb	30
chr3R	288	polycomb	30
chr3R	289	polycomb	30
chr3R	290	neutral	31
chr3R	291	neutral	31
chr3R	292	neutral	31
chr3R	293	neutral	31
chr3R	294	neutral	31
chr3R	295	neutral	31
chr3R	296	neutral	31
chr3R	297	neutral	31
chr3R	298	inactive	32
chr3R	299	inactive	32
chr3R	300	inactive	32
chr3R	301	inactive	32
chr3R	302	inactive	32
chr3R	303	inactive	32
chr3R	304	inactive	32
chr3R	305	inactive	32
chr3R	306	inactive	32
chr3R	307	inactive	33
chr3R	308	inactive	33
chr3R	309	inactive	33
chr3R	310	inactive	33
chr3R	311	inactive	33
chr3R	312	inactive	33
chr3R	313	inactive	33
chr3R	314	inactive	33
chr3R	315	inactive	33
chr3R	316	inactive	33
chr3R	317	inactive	33
chr3R	318	inactive	34
chr3R	319	inactive	34
chr3R	320	inactive	34
chr3R	321	inactive	34
chr3R	322	inactive	34
chr3R	323	inactive	34
chr3R	324	inactive	34
chr3R	325	inactive	34
chr3R	326	inactive	34
chr3R	327	inactive	34
chr3R	328	inactive	34
chr3R	329	inactive	34
chr3R	330	neutral	35
chr3R	331	neutral	35
chr3R	332	neutral	35
chr3R	333	neutral	35
chr3R	334	neutral	35
chr3R	335	neutral	35
chr3R	336	neutral	35
chr3R	337	inactive	36
chr3R	338	inactive	36
chr3R	339	inactive	36
chr3R	340	inactive	36
chr3R	341	inactive	36
chr3R	342	inactive	36
chr3R	343	inactive	36
chr3R	344	inactive	36
chr3R	345	inactive	36
chr3R	346	inactive	36
chr3R	347	inactive	37
chr3R	348	inactive	37
chr3R	349	inactive	37
chr3R	350	inactive	37
chr3R	351	inactive	37
chr3R	352	neutral	.
chr3R	353	neutral	.
chr3R	354	inactive	38
chr3R	355	inactive	38
chr3R	356	inactive	38
chr3R	357	inactive	38
chr3R	358	inactive	38
chr3R	359	inactive	38
chr3R	360	inactive	38
chr3R	361	inactive	38
chr3R	362	inactive	38
chr3R	363	inactive	38
chr3R	364	neutral	39
chr3R	365	neutral	39
chr3R	366	neutral	39
chr3R	367	neutral	39
chr3R	368	neutral	39
chr3R	369	neutral	39
chr3R	370	neutral	39
chr3R	371	neutral	39
chr3R	372	neutral	39
chr3R	373	polycomb	40
chr3R	374	polycomb	40
chr3R	375	polycomb	40
chr3R	376	polycomb	40
chr3R	377	polycomb	40
chr3R	378	polycomb	40
chr3R	379	polycomb	40
chr3R	380	active	41
chr3R	381	active	41
chr3R	382	active	41
chr3R	383	active	41
chr3R	384	active	41
chr3R	385	active	41
chr3R	386	inactive	42
chr3R	387	inactive	42
chr3R	388	inactive	42
chr3R	389	inactive	42
chr3R	390	inactive	42
chr3R	391	inactive	42
chr3R	392	neutral	.
chr3R	393	neutral	.
chr3R	394	neutral	.
chr3R	395	polycomb	43
chr3R	396	polycomb	43
chr3R	397	polycomb	43
chr3R	398	polycomb	43
chr3R	399	polycomb	43
chr3R	400	polycomb	43
chr3R	401	polycomb	43
chr3R	402	polycomb	43
chr3R	403	polycomb	43
chr3R	404	polycomb	43
chr3R	405	polycomb	43
chr3R	406	neutral	44
chr3R	407	neutral	44
chr3R	408	neutral	44
chr3R	409	neutral	44
chr3R	410	neutral	44
chr3R	411	neutral	44
chr3R	412	neutral	44
chr3R	413	polycomb	45
chr3R	414	polycomb	45
chr3R	415	polycomb	45
chr3R	416	polycomb	45
chr3R	417	polycomb	45
chr3R	418	neutral	46
chr3R	419	neutral	46
chr3R	420	neutral	46
chr3R	421	neutral	46
chr3R	422	neutral	46
chr3R	423	neutral	46
chr3R	424	neutral	46
chr3R	425	neutral	46
chr3R	426	neutral	46
chr3R	427	neutral	46
chr3R	428	neutral	46
chr3R	429	neutral	46
chr3R	430	neutral	46
chr3R	431	neutral	46
chr3R	432	inactive	47
chr3R	433	inactive	47
chr3R	434	inactive	47
chr3R	435	inactive	47
chr3R	436	inactive	47
chr3R	437	inactive	47
chr3R	438	inactive	47
chr3R	439	inactive	47
chr3R	440	inactive	47
chr3R	441	inactive	47
chr3R	442	inactive	47
chr3R	443	neutral	.
chr3R	444	neutral	48
chr3R	445	neutral	48
chr3R	446	neutral	48
chr3R	447	neutral	48
chr3R	448	neutral	48
chr3R	449	neutral	49
chr3R	450	neutral	49
chr3R	451	neutral	49
chr3R	452	neutral	49
chr3R	453	neutral	49
chr3R	454	neutral	49
chr3R	455	neutral	49
chr3R	456	neutral	49
chr3R	457	inactive	50
chr3R	458	inactive	50
chr3R	459	inactive	50
chr3R	460	inactive	50
chr3R	461	inactive	50
chr3R	462	inactive	50
chr3R	463	inactive	50
chr3R	464	neutral	51
chr3R	465	neutral	51
chr3R	466	neutral	51
chr3R	467	neutral	51
chr3R	468	neutral	51
chr3R	469	neutral	52
chr3R	470	neutral	52
chr3R	471	neutral	52
chr3R	472	neutral	52
chr3R	473	neutral	52
chr3R	474	neutral	52
chr3R	475	neutral	52
chr3R	476	inactive	53
chr3R	477	inactive	53
chr3R	478	inactive	53
chr3R	479	inactive	53
chr3R	480	inactive	53
chr3R	481	inactive	53
chr3R	482	inactive	53
chr3R	483	inactive	53
chr3R	484	neutral	54
chr3R	485	neutral	54
chr3R	486	neutral	54
chr3R	487	neutral	54
chr3R	488	neutral	55
chr3R	489	neutral	55
chr3R	490	neutral	55
chr3R	491	neutral	55
chr3R	492	neutral	55
chr3R	493	neutral	55
chr3R	494	neutral	56
chr3R	495	neutral	56
chr3R	496	neutral	56
chr3R	497	neutral	56
chr3R	498	neutral	56
chr3R	499	neutral	56
chr3R	500	neutral	56
chr3R	501	neutral	56
chr3R	502	neutral	56
chr3R	503	neutral	56
chr3R	504	neutral	56
chr3R	505	neutral	56
chr3R	506	neutral	56
chr3R	507	inactive	57
chr3R	508	inactive	57
chr3R	509	inactive	57
chr3R	510	inactive	57
chr3R	511	inactive	57
chr3R	512	inactive	57
chr3R	513	inactive	57
chr3R	514	inactive	57
chr3R	515	inactive	57
chr3R	516	neutral	58
chr3R	517	neutral	58
chr3R	518	neutral	58
chr3R	519	neutral	58
chr3R	520	neutral	58
chr3R	521	neutral	58
chr3R	522	neutral	58
chr3R	523	neutral	59
chr3R	524	neutral	59
chr3R	525	neutral	59
chr3R	526	neutral	59
chr3R	527	neutral	59
chr3R	528	neutral	59
chr3R	529	neutral	59
chr3R	530	neutral	59
chr3R	531	neutral	59
chr3R	532	neutral	59
chr3R	533	active	60
chr3R	534	active	60
chr3R	535	active	60
chr3R	536	active	60
chr3R	537	active	60
chr3R	538	active	60
chr3R	539	active	60
chr3R	540	neutral	61
chr3R	541	neutral	61
chr3R	542	neutral	61
chr3R	543	neutral	61
chr3R	544	neutral	61
chr3R	545	neutral	61
chr3R	546	inactive	62
chr3R	547	inactive	62
chr3R	548	inactive	62
chr3R	549	inactive	62
chr3R	550	inactive	62
chr3R	551	neutral	.
chr3R	552	active	63
chr3R	553	active	63
chr3R	554	active	63
chr3R	555	active	63
chr3R	556	active	63
chr3R	557	active	63
chr3R	558	active	63
chr3R	559	active	63
chr3R	560	neutral	64
chr3R	561	neutral	64
chr3R	562	neutral	64
chr3R	563	neutral	64
chr3R	564	neutral	64
chr3R	565	neutral	64
chr3R	566	neutral	.
chr3R	567	neutral	.
chr3R	568	neutral	65
chr3R	569	neutral	65
chr3R	570	neutral	65
chr3R	571	neutral	65
chr3R	572	neutral	65
chr3R	573	neutral	65
chr3R	574	neutral	65
chr3R	575	neutral	65
chr3R	576	neutral	65
chr3R	577	neutral	65
chr3R	578	neutral	65
chr3R	579	neutral	65
chr3R	580	active	66
chr3R	581	active	66
chr3R	582	active	66
chr3R	583	active	66
chr3R	584	active	66
chr3R	585	active	66
chr3R	586	active	66
chr3R	587	neutral	67
chr3R	588	neutral	67
chr3R	589	neutral	67
chr3R	590	neutral	67
chr3R	591	neutral	67
chr3R	592	neutral	67
chr3R	593	neutral	68
chr3R	594	neutral	68
chr3R	595	neutral	68
chr3R	596	neutral	68
chr3R	597	neutral	68
chr3R	598	neutral	68
chr3R	599	neutral	68
chr3R	600	inactive	69
chr3R	601	inactive	69
chr3R	602	inactive	69
chr3R	603	inactive	69
chr3R	604	inactive	69
chr3R	605	inactive	69
chr3R	606	inactive	69
chr3R	607	inactive	69
chr3R	608	inactive	69
chr3R	609	active	70
chr3R	610	active	70
chr3R	611	active	70
chr3R	612	active	70
chr3R	613	active	70
chr3R	614	active	70
chr3R	615	active	70
chr3R	616	active	70
chr3R	617	active	70
chr3R	618	active	71
chr3R	619	active	71
chr3R	620	active	71
chr3R	621	active	71
chr3R	622	active	71
chr3R	623	active	71
chr3R	624	neutral	72
chr3R	625	neutral	72
chr3R	626	neutral	72
chr3R	627	neutral	72
chr3R	628	neutral	72
chr3R	629	neutral	72
chr3R	630	neutral	72
chr3R	631	neutral	72
chr3R	632	neutral	72
chr3R	633	neutral	72
chr3R	634	neutral	72
chr3R	635	neutral	73
chr3R	636	neutral	73
chr3R	637	neutral	73
chr3R	638	neutral	73
chr3R	639	neutral	73
chr3R	640	neutral	73
chr3R	641	neutral	73
chr3R	642	neutral	73
chr3R	643	neutral	73
chr3R	644	neutral	73
chr3R	645	neutral	74
chr3R	646	neutral	74
chr3R	647	neutral	74
chr3R	648	neutral	74
chr3R	649	neutral	74
chr3R	650	inactive	75
chr3R	651	inactive	75
chr3R	652	inactive	75
chr3R	653	inactive	75
chr3R	654	inactive	75
chr3R	655	inactive	75
chr3R	656	inactive	75
chr3R	657	inactive	75
chr3R	658	inactive	75
chr3R	659	inactive	75
chr3R	660	inactive	75
chr3R	661	inactive	75
chr3R	662	inactive	75
chr3R	663	neutral	.
chr3R	664	neutral	76
chr3R	665	neutral	76
chr3R	666	neutral	76
chr3R	667	neutral	76
chr3R	668	neutral	76
chr3R	669	neutral	76
chr3R	670	neutral	76
chr3R	671	neutral	77
chr3R	672	neutral	77
chr3R	673	neutral	77
chr3R	674	neutral	77
chr3R	675	neutral	77
chr3R	676	neutral	77
chr3R	677	neutral	77
chr3R	678	neutral	.
chr3R	679	neutral	78
chr3R	680	neutral	78
chr3R	681	neutral	78
chr3R	682	neutral	78
chr3R	683	neutral	78
chr3R	684	neutral	78
chr3R	685	neutral	78
chr3R	686	neutral	78
chr3R	687	neutral	78
chr3R	688	neutral	78
chr3R	689	neutral	.
chr3R	690	neutral	.
chr3R	691	neutral	.
chr3R	692	neutral	79
chr3R	693	neutral	79
chr3R	694	neutral	79
chr3R	695	neutral	79
chr3R	696	neutral	79
chr3R	697	neutral	79
chr3R	698	neutral	79
chr3R	699	neutral	79
chr3R	700	neutral	79
chr3R	701	neutral	79
chr3R	702	active	80
chr3R	703	active	80
chr3R	704	active	80
chr3R	705	active	80
chr3R	706	active	80
chr3R	707	neutral	81
chr3R	708	neutral	81
chr3R	709	neutral	81
chr3R	710	neutral	81
chr3R	711	neutral	81
chr3R	712	neutral	81
chr3R	713	neutral	81
chr3R	714	neutral	81
chr3R	715	neutral	81
chr3R	716	neutral	81
chr3R	717	neutral	81
chr3R	718	neutral	82
chr3R	719	neutral	82
chr3R	720	neutral	82
chr3R	721	neutral	82
chr3R	722	neutral	82
chr3R	723	neutral	82
chr3R	724	neutral	82
chr3R	725	neutral	82
chr3R	726	neutral	82
chr3R	727	inactive	83
chr3R	728	inactive	83
chr3R	729	inactive	83
chr3R	730	inactive	83
chr3R	731	inactive	83
chr3R	732	inactive	83
chr3R	733	inactive	83
chr3R	734	inactive	83
chr3R	735	inactive	83
chr3R	736	inactive	83
chr3R	737	inactive	83
chr3R	738	inactive	83
chr3R	739	neutral	84
chr3R	740	neutral	84
chr3R	741	neutral	84
chr3R	742	neutral	84
chr3R	743	neutral	84
chr3R	744	neutral	84
chr3R	745	neutral	85
chr3R	746	neutral	85
chr3R	747	neutral	85
chr3R	748	neutral	85
chr3R	749	neutral	85
chr3R	750	inactive	86
chr3R	751	inactive	86
chr3R	752	inactive	86
chr3R	753	inactive	86
chr3R	754	inactive	86
chr3R	755	inactive	86
chr3R	756	inactive	86
chr3R	757	inactive	86
chr3R	758	inactive	86
chr3R	759	neutral	.
chr3R	760	neutral	.
chr3R	761	neutral	.
chr3R	762	neutral	.
chr3R	763	neutral	87
chr3R	764	neutral	87
chr3R	765	neutral	87
chr3R	766	neutral	87
chr3R	767	neutral	87
chr3R	768	neutral	87
chr3R	769	neutral	87
chr3R	770	neutral	88
chr3R	771	neutral	88
chr3R	772	neutral	88
chr3R	773	neutral	88
chr3R	774	neutral	88
chr3R	775	neutral	88
chr3R	776	neutral	88
chr3R	777	neutral	88
chr3R	778	neutral	89
chr3R	779	neutral	89
chr3R	780	neutral	89
chr3R	781	neutral	89
chr3R	782	neutral	89
chr3R	783	neutral	89
chr3R	784	inactive	90
chr3R	785	inactive	90
chr3R	786	inactive	90
chr3R	787	inactive	90
chr3R	788	inactive	90
chr3R	789	inactive	90
chr3R	790	inactive	90
chr3R	791	inactive	90
chr3R	792	inactive	90
chr3R	793	inactive	90
chr3R	794	inactive	90
chr3R	795	inactive	91
chr3R	796	inactive	91
chr3R	797	inactive	91
chr3R	798	inactive	91
chr3R	799	inactive	91
chr3R	800	inactive	91
chr3R	801	inactive	91
chr3R	802	inactive	91
chr3R	803	inactive	91
chr3R	804	inactive	91
chr3R	805	polycomb	92
chr3R	806	polycomb	92
chr3R	807	polycomb	92
chr3R	808	polycomb	92
chr3R	809	polycomb	92
chr3R	810	polycomb	92
chr3R	811	polycomb	92
chr3R	812	polycomb	92
chr3R	813	polycomb	92
chr3R	814	polycomb	92
chr3R	815	polycomb	92
chr3R	816	polycomb	92
chr3R	817	polycomb	92
chr3R	818	neutral	93
chr3R	819	neutral	93
chr3R	820	neutral	93
chr3R	821	neutral	93
chr3R	822	neutral	93
chr3R	823	active	94
chr3R	824	active	94
chr3R	825	active	94
chr3R	826	active	94
chr3R	827	active	94
chr3R	828	active	94
chr3R	829	active	94
chr3R	830	neutral	.
chr3R	831	neutral	.
chr3R	832	neutral	.
chr3R	833	inactive	95
chr3R	834	inactive	95
chr3R	835	inactive	95
chr3R	836	inactive	95
chr3R	837	inactive	95
chr3R	838	inactive	95
chr3R	839	inactive	95
chr3R	840	inactive	95
chr3R	841	inactive	95
chr3R	842	inactive	95
chr3R	843	inactive	95
chr3R	844	inactive	95
chr3R	845	neutral	96
chr3R	846	neutral	96
chr3R	847	neutral	96
chr3R	848	neutral	96
chr3R	849	neutral	96
chr3R	850	neutral	96
chr3R	851	neutral	96
chr3R	852	neutral	96
chr3R	853	neutral	96
chr3R	854	neutral	96
chr3R	855	inactive	97
chr3R	856	inactive	97
chr3R	857	inactive	97
chr3R	858	inactive	97
chr3R	859	inactive	97
chr3R	860	inactive	97
chr3R	861	inactive	97
chr3R	862	inactive	97
chr3R	863	inactive	97
chr3R	864	inactive	97
chr3R	865	inactive	97
chr3R	866	inactive	97
chr3R	867	inactive	97
chr3R	868	inactive	97
chr3R	869	inactive	97
chr3R	870	inactive	97
chr3R	871	inactive	97
chr3R	872	inactive	97
chr3R	873	inactive	97
chr3R	874	inactive	97
chr3R	875	inactive	97
chr3R	876	inactive	97
chr3R	877	inactive	97
chr3R	878	neutral	98
chr3R	879	neutral	98
chr3R	880	neutral	98
chr3R	881	neutral	98
chr3R	882	neutral	99
chr3R	883	neutral	99
chr3R	884	neutral	99
chr3R	885	neutral	99
chr3R	886	neutral	99
chr3R	887	neutral	99
chr3R	888	neutral	99
chr3R	889	neutral	99
chr3R	890	neutral	99
chr3R	891	neutral	100
chr3R	892	neutral	100
chr3R	893	neutral	100
chr3R	894	neutral	100
chr3R	895	neutral	100
chr3R	896	neutral	100
chr3R	897	neutral	.
chr3R	898	neutral	101
chr3R	899	neutral	101
chr3R	900	neutral	101
chr3R	901	neutral	101
chr3R	902	neutral	101
chr3R	903	neutral	101
chr3R	904	neutral	101
chr3R	905	neutral	101
chr3R	906	neutral	101
chr3R	907	neutral	101
chr3R	908	neutral	101
chr3R	909	inactive	102
chr3R	910	inactive	102
chr3R	911	inactive	102
chr3R	912	inactive	102
chr3R	913	inactive	102
chr3R	914	inactive	102
chr3R	915	inactive	102
chr3R	916	inactive	102
chr3R	917	inactive	102
chr3R	918	inactive	102
chr3R	919	inactive	102
chr3R	920	inactive	103
chr3R	921	inactive	103
chr3R	922	inactive	103
chr3R	923	inactive	103
chr3R	924	inactive	103
chr3R	925	inactive	103
chr3R	926	inactive	104
chr3R	927	inactive	104
chr3R	928	inactive	104
chr3R	929	inactive	104
chr3R	930	inactive	104
chr3R	931	inactive	104
chr3R	932	inactive	104
chr3R	933	inactive	104
chr3R	934	inactive	104
chr3R	935	inactive	104
chr3R	936	inactive	104
chr3R	937	inactive	104
chr3R	938	inactive	105
chr3R	939	inactive	105
chr3R	940	inactive	105
chr3R	941	inactive	105
chr3R	942	inactive	105
chr3R	943	inactive	105
chr3R	944	inactive	105
chr3R	945	inactive	105
chr3R	946	inactive	105
chr3R	947	active	106
chr3R	948	active	106
chr3R	949	active	106
chr3R	950	active	106
chr3R	951	active	106
chr3R	952	active	106
chr3R	953	active	106
chr3R	954	inactive	107
chr3R	955	inactive	107
chr3R	956	inactive	107
chr3R	957	inactive	107
chr3R	958	inactive	107
chr3R	959	inactive	107
chr3R	960	inactive	107
chr3R	961	neutral	108
chr3R	962	neutral	108
chr3R	963	neutral	108
chr3R	964	neutral	108
chr3R	965	neutral	108
chr3R	966	polycomb	109
chr3R	967	polycomb	109
chr3R	968	polycomb	109
chr3R	969	polycomb	109
chr3R	970	polycomb	109
chr3R	971	polycomb	109
chr3R	972	polycomb	109
chr3R	973	polycomb	109
chr3R	974	polycomb	109
chr3R	975	polycomb	109
chr3R	976	polycomb	109
chr3R	977	polycomb	109
chr3R	978	polycomb	109
chr3R	979	neutral	110
chr3R	980	neutral	110
chr3R	981	neutral	110
chr3R	982	neutral	110
chr3R	983	neutral	110
chr3R	984	neutral	110
chr3R	985	neutral	111
chr3R	986	neutral	111
chr3R	987	neutral	111
chr3R	988	neutral	111
chr3R	989	neutral	111
chr3R	990	neutral	111
chr3R	991	neutral	111
chr3R	992	neutral	111
chr3R	993	neutral	111
chr3R	994	neutral	111
chr3R	995	inactive	112
chr3R	996	inactive	112
chr3R	997	inactive	112
chr3R	998	inactive	112
chr3R	999	inactive	112
chr3R	1000	inactive	112
chr3R	1001	inactive	112
chr3R	1002	inactive	112
chr3R	1003	inactive	112
chr3R	1004	inactive	112
chr3R	1005	inactive	112
chr3R	1006	neutral	.
chr3R	1007	active	113
chr3R	1008	active	113
chr3R	1009	active	113
chr3R	1010	active	113
chr3R	1011	active	113
chr3R	1012	active	113
chr3R	1013	active	113
chr3R	1014	neutral	114
chr3R	1015	neutral	114
chr3R	1016	neutral	114
chr3R	1017	neutral	114
chr3R	1018	neutral	114
chr3R	1019	neutral	114
chr3R	1020	neutral	114
chr3R	1021	neutral	114
chr3R	1022	neutral	115
chr3R	1023	neutral	115
chr3R	1024	neutral	115
chr3R	1025	neutral	115
chr3R	1026	neutral	115
chr3R	1027	neutral	115
chr3R	1028	neutral	115
chr3R	1029	neutral	115
chr3R	1030	neutral	115
chr3R	1031	neutral	115
chr3R	1032	neutral	115
chr3R	1033	neutral	115
chr3R	1034	inactive	116
chr3R	1035	inactive	116
chr3R	1036	inactive	116
chr3R	1037	inactive	116
chr3R	1038	inactive	116
chr3R	1039	inactive	116
chr3R	1040	neutral	117
chr3R	1041	neutral	117
chr3R	1042	neutral	117
chr3R	1043	neutral	117
chr3R	1044	neutral	117
chr3R	1045	neutral	117
chr3R	1046	neutral	117
chr3R	1047	neutral	117
chr3R	1048	neutral	118
chr3R	1049	neutral	118
chr3R	1050	neutral	118
chr3R	1051	neutral	118
chr3R	1052	neutral	118
chr3R	1053	neutral	118
chr3R	1054	neutral	118
chr3R	1055	neutral	119
chr3R	1056	neutral	119
chr3R	1057	neutral	119
chr3R	1058	neutral	119
chr3R	1059	neutral	119
chr3R	1060	neutral	119
chr3R	1061	neutral	119
chr3R	1062	inactive	120
chr3R	1063	inactive	120
chr3R	1064	inactive	120
chr3R	1065	inactive	120
chr3R	1066	inactive	120
chr3R	1067	inactive	120
chr3R	1068	inactive	120
chr3R	1069	inactive	120
chr3R	1070	inactive	120
chr3R	1071	inactive	120
chr3R	1072	inactive	120
chr3R	1073	inactive	121
chr3R	1074	inactive	121
chr3R	1075	inactive	121
chr3R	1076	inactive	121
chr3R	1077	inactive	121
chr3R	1078	inactive	121
chr3R	1079	neutral	.
