ch	bin	state
chr3L	631	inactive
chr3L	632	inactive
chr3L	633	inactive
chr3L	634	inactive
chr3L	635	inactive
chr3L	636	inactive
chr3L	637	inactive
chr3L	638	inactive
chr3L	639	inactive
chr3L	640	inactive
chr3L	641	inactive
chr3L	642	inactive
chr3L	643	neutral
chr3L	644	inactive
chr3L	645	inactive
chr3L	646	inactive
chr3L	647	inactive
chr3L	648	active
chr3L	649	neutral
chr3L	650	neutral
chr3L	651	neutral
chr3L	652	neutral
chr3L	653	neutral
chr3L	654	neutral
chr3L	655	neutral
chr3L	656	inactive
chr3L	657	inactive
chr3L	658	inactive
chr3L	659	inactive
chr3L	660	neutral
chr3L	661	inactive
chr3L	662	inactive
chr3L	663	inactive
chr3L	664	neutral
chr3L	665	inactive
chr3L	666	inactive
chr3L	667	inactive
chr3L	668	inactive
chr3L	669	inactive
chr3L	670	inactive
chr3L	671	inactive
chr3L	672	active
chr3L	673	active
chr3L	674	active
chr3L	675	inactive
chr3L	676	polycomb
chr3L	677	polycomb
chr3L	678	polycomb
chr3L	679	polycomb
chr3L	680	polycomb
chr3L	681	polycomb
chr3L	682	polycomb
chr3L	683	polycomb
chr3L	684	polycomb
chr3L	685	polycomb
chr3L	686	polycomb
chr3L	687	polycomb
chr3L	688	polycomb
chr3L	689	polycomb
chr3L	690	polycomb
chr3L	691	polycomb
chr3L	692	polycomb
chr3L	693	inactive
chr3L	694	active
chr3L	695	active
chr3L	696	active
chr3L	697	polycomb
chr3L	698	polycomb
chr3L	699	inactive
chr3L	700	neutral
chr3L	701	neutral
chr3L	702	inactive
chr3L	703	inactive
chr3L	704	inactive
chr3L	705	inactive
chr3L	706	inactive
chr3L	707	inactive
chr3L	708	neutral
chr3L	709	polycomb
chr3L	710	polycomb
chr3L	711	inactive
chr3L	712	inactive
chr3L	713	active
chr3L	714	neutral
chr3L	715	inactive
chr3L	716	inactive
chr3L	717	inactive
chr3L	718	neutral
chr3L	719	neutral
chr3L	720	inactive
chr3L	721	neutral
chr3L	722	inactive
chr3L	723	active
chr3L	724	neutral
chr3L	725	inactive
chr3L	726	inactive
chr3L	727	inactive
chr3L	728	inactive
chr3L	729	inactive
chr3L	730	inactive
chr3L	731	active
chr3L	732	active
chr3L	733	active
chr3L	734	active
chr3L	735	active
chr3L	736	active
chr3L	737	active
chr3L	738	inactive
chr3L	739	inactive
chr3L	740	inactive
chr3L	741	inactive
chr3L	742	neutral
chr3L	743	neutral
chr3L	744	inactive
chr3L	745	inactive
chr3L	746	inactive
chr3L	747	inactive
chr3L	748	inactive
chr3L	749	inactive
chr3L	750	active
chr3L	751	inactive
chr3L	752	active
chr3L	753	inactive
chr3L	754	inactive
chr3L	755	inactive
chr3L	756	inactive
chr3L	757	inactive
chr3L	758	inactive
chr3L	759	inactive
chr3L	760	neutral
chr3L	761	neutral
chr3L	762	neutral
chr3L	763	neutral
chr3L	764	neutral
chr3L	765	inactive
chr3L	766	inactive
chr3L	767	inactive
chr3L	768	inactive
chr3L	769	inactive
chr3L	770	inactive
chr3L	771	active
chr3L	772	inactive
chr3L	773	inactive
chr3L	774	inactive
chr3L	775	inactive
chr3L	776	inactive
chr3L	777	neutral
chr3L	778	neutral
chr3L	779	neutral
chr3L	780	neutral
chr3L	781	neutral
chr3L	782	neutral
chr3L	783	neutral
chr3L	784	neutral
chr3L	785	neutral
chr3L	786	neutral
chr3L	787	neutral
chr3L	788	active
chr3L	789	active
chr3L	790	active
chr3L	791	active
chr3L	792	active
chr3L	793	polycomb
chr3L	794	polycomb
chr3L	795	polycomb
chr3L	796	active
chr3L	797	neutral
chr3L	798	neutral
chr3L	799	neutral
chr3L	800	neutral
chr3L	801	neutral
chr3L	802	neutral
chr3L	803	neutral
chr3L	804	active
chr3L	805	neutral
chr3L	806	neutral
chr3L	807	neutral
chr3L	808	neutral
chr3L	809	active
chr3L	810	active
chr3L	811	active
chr3L	812	active
chr3L	813	active
chr3L	814	inactive
chr3L	815	inactive
chr3L	816	active
chr3L	817	active
chr3L	818	active
chr3L	819	inactive
chr3L	820	inactive
chr3L	821	inactive
chr3L	822	inactive
chr3L	823	neutral
chr3L	824	neutral
chr3L	825	inactive
chr3L	826	neutral
chr3L	827	active
chr3L	828	inactive
chr3L	829	active
chr3L	830	active
chr3L	831	inactive
chr3L	832	inactive
chr3L	833	active
chr3L	834	active
chr3L	835	inactive
chr3L	836	inactive
chr3L	837	inactive
chr3L	838	inactive
chr3L	839	active
chr3L	840	active
chr3L	841	neutral
chr3L	842	active
chr3L	843	neutral
chr3L	844	neutral
chr3L	845	neutral
chr3L	846	active
chr3L	847	inactive
chr3L	848	inactive
chr3L	849	active
chr3L	850	active
chr3L	851	active
chr3L	852	active
chr3L	853	neutral
chr3L	854	neutral
chr3L	855	neutral
chr3L	856	active
chr3L	857	inactive
chr3L	858	inactive
chr3L	859	active
chr3L	860	inactive
chr3L	861	inactive
chr3L	862	neutral
chr3L	863	inactive
chr3L	864	inactive
chr3L	865	neutral
chr3L	866	neutral
chr3L	867	neutral
chr3L	868	neutral
chr3L	869	neutral
chr3L	870	neutral
chr3L	871	active
chr3L	872	inactive
chr3L	873	inactive
chr3L	874	inactive
chr3L	875	neutral
chr3L	876	neutral
chr3L	877	neutral
chr3L	878	neutral
chr3L	879	neutral
chr3L	880	neutral
chr3L	881	neutral
chr3L	882	neutral
chr3L	883	neutral
chr3L	884	neutral
chr3L	885	neutral
chr3L	886	neutral
chr3L	887	neutral
chr3L	888	active
chr3L	889	inactive
chr3L	890	inactive
chr3L	891	neutral
chr3L	892	active
chr3L	893	active
chr3L	894	neutral
chr3L	895	active
chr3L	896	active
chr3L	897	active
chr3L	898	active
chr3L	899	neutral
chr3L	900	polycomb
chr3L	901	polycomb
chr3L	902	polycomb
chr3L	903	polycomb
chr3L	904	neutral
chr3L	905	neutral
chr3L	906	active
chr3L	907	neutral
chr3L	908	inactive
chr3L	909	inactive
chr3L	910	inactive
chr3L	911	inactive
chr3L	912	neutral
chr3L	913	neutral
chr3L	914	neutral
chr3L	915	neutral
chr3L	916	neutral
chr3L	917	neutral
chr3L	918	neutral
chr3L	919	inactive
chr3L	920	neutral
chr3L	921	inactive
chr3L	922	neutral
chr3L	923	neutral
chr3L	924	neutral
chr3L	925	neutral
chr3L	926	active
chr3L	927	inactive
chr3L	928	inactive
chr3L	929	inactive
chr3L	930	inactive
chr3L	931	neutral
chr3L	932	neutral
chr3L	933	neutral
chr3L	934	neutral
chr3L	935	active
chr3L	936	active
chr3L	937	neutral
chr3L	938	neutral
chr3L	939	active
chr3L	940	active
chr3L	941	neutral
chr3L	942	active
chr3L	943	active
chr3L	944	active
chr3L	945	neutral
chr3L	946	active
chr3L	947	active
chr3L	948	active
chr3L	949	neutral
chr3L	950	inactive
chr3L	951	inactive
chr3L	952	inactive
chr3L	953	inactive
chr3L	954	neutral
chr3L	955	neutral
chr3L	956	inactive
chr3L	957	inactive
chr3L	958	inactive
chr3L	959	inactive
chr3L	960	inactive
chr3L	961	active
chr3L	962	active
chr3L	963	active
chr3L	964	active
chr3L	965	active
chr3L	966	active
chr3L	967	active
chr3L	968	neutral
chr3L	969	active
chr3L	970	active
chr3L	971	active
chr3L	972	neutral
chr3L	973	inactive
chr3L	974	inactive
chr3L	975	neutral
chr3L	976	inactive
chr3L	977	active
chr3L	978	inactive
chr3L	979	inactive
chr3L	980	inactive
chr3L	981	inactive
chr3L	982	inactive
chr3L	983	active
chr3L	984	neutral
chr3L	985	active
chr3L	986	active
chr3L	987	inactive
chr3L	988	active
chr3L	989	active
chr3L	990	neutral
chr3L	991	neutral
chr3L	992	neutral
chr3L	993	neutral
chr3L	994	neutral
chr3L	995	neutral
chr3L	996	active
chr3L	997	neutral
chr3L	998	neutral
chr3L	999	neutral
chr3L	1000	neutral
chr3L	1001	neutral
chr3L	1002	neutral
chr3L	1003	neutral
chr3L	1004	neutral
chr3L	1005	neutral
chr3L	1006	neutral
chr3L	1007	neutral
chr3L	1008	neutral
chr3L	1009	neutral
chr3L	1010	neutral
chr3L	1011	neutral
chr3L	1012	neutral
chr3L	1013	neutral
chr3L	1014	neutral
chr3L	1015	neutral
chr3L	1016	neutral
chr3L	1017	neutral
chr3L	1018	neutral
chr3L	1019	neutral
chr3L	1020	neutral
chr3L	1021	active
chr3L	1022	inactive
chr3L	1023	neutral
chr3L	1024	neutral
chr3L	1025	neutral
chr3L	1026	neutral
chr3L	1027	neutral
chr3L	1028	neutral
chr3L	1029	neutral
chr3L	1030	inactive
chr3L	1031	inactive
chr3L	1032	neutral
chr3L	1033	neutral
chr3L	1034	neutral
chr3L	1035	neutral
chr3L	1036	neutral
chr3L	1037	neutral
chr3L	1038	neutral
chr3L	1039	inactive
chr3L	1040	inactive
chr3L	1041	inactive
chr3L	1042	inactive
chr3L	1043	inactive
chr3L	1044	inactive
chr3L	1045	inactive
chr3L	1046	inactive
chr3L	1047	inactive
chr3L	1048	inactive
chr3L	1049	inactive
chr3L	1050	inactive
chr3L	1051	neutral
chr3L	1052	neutral
chr3L	1053	neutral
chr3L	1054	neutral
chr3L	1055	neutral
chr3L	1056	neutral
chr3L	1057	neutral
chr3L	1058	active
chr3L	1059	inactive
chr3L	1060	inactive
chr3L	1061	inactive
chr3L	1062	active
chr3L	1063	neutral
chr3L	1064	neutral
chr3L	1065	active
chr3L	1066	neutral
chr3L	1067	neutral
chr3L	1068	active
chr3L	1069	neutral
chr3L	1070	neutral
chr3L	1071	neutral
chr3L	1072	neutral
chr3L	1073	neutral
chr3L	1074	neutral
chr3L	1075	neutral
chr3L	1076	neutral
chr3L	1077	neutral
chr3L	1078	neutral
chr3L	1079	neutral
chr3L	1080	neutral
chr3L	1081	neutral
chr3L	1082	neutral
chr3L	1083	neutral
chr3L	1084	neutral
chr3L	1085	neutral
chr3L	1086	neutral
chr3L	1087	active
chr3L	1088	inactive
chr3L	1089	inactive
chr3L	1090	inactive
chr3L	1091	inactive
chr3L	1092	inactive
chr3L	1093	neutral
chr3L	1094	inactive
chr3L	1095	inactive
chr3L	1096	inactive
chr3L	1097	inactive
chr3L	1098	inactive
chr3L	1099	polycomb
chr3L	1100	polycomb
chr3L	1101	polycomb
chr3L	1102	polycomb
chr3L	1103	inactive
chr3L	1104	inactive
chr3L	1105	active
chr3L	1106	active
chr3L	1107	active
chr3L	1108	neutral
chr3L	1109	active
chr3L	1110	active
chr3L	1111	neutral
chr3L	1112	inactive
chr3L	1113	inactive
chr3L	1114	inactive
chr3L	1115	active
chr3L	1116	active
chr3L	1117	neutral
chr3L	1118	neutral
chr3L	1119	active
chr3L	1120	active
chr3L	1121	neutral
chr3L	1122	neutral
chr3L	1123	neutral
chr3L	1124	neutral
chr3L	1125	neutral
chr3L	1126	neutral
chr3L	1127	neutral
chr3L	1128	neutral
chr3L	1129	neutral
chr3L	1130	neutral
chr3L	1131	neutral
chr3L	1132	neutral
chr3L	1133	neutral
chr3L	1134	neutral
chr3L	1135	neutral
chr3L	1136	neutral
chr3L	1137	neutral
chr3L	1138	neutral
chr3L	1139	neutral
chr3L	1140	neutral
chr3L	1141	neutral
chr3L	1142	neutral
chr3L	1143	neutral
chr3L	1144	inactive
chr3L	1145	inactive
chr3L	1146	neutral
chr3L	1147	neutral
chr3L	1148	neutral
chr3L	1149	inactive
chr3L	1150	inactive
chr3L	1151	inactive
chr3L	1152	neutral
chr3L	1153	neutral
chr3L	1154	neutral
chr3L	1155	neutral
chr3L	1156	active
chr3L	1157	inactive
chr3L	1158	inactive
chr3L	1159	inactive
chr3L	1160	neutral
chr3L	1161	neutral
chr3L	1162	neutral
chr3L	1163	neutral
chr3L	1164	inactive
chr3L	1165	inactive
chr3L	1166	inactive
chr3L	1167	neutral
chr3L	1168	active
chr3L	1169	active
chr3L	1170	inactive
chr3L	1171	active
chr3L	1172	inactive
chr3L	1173	inactive
chr3L	1174	inactive
chr3L	1175	neutral
chr3L	1176	neutral
chr3L	1177	active
chr3L	1178	active
chr3L	1179	inactive
chr3L	1180	inactive
chr3L	1181	active
chr3L	1182	active
chr3L	1183	inactive
chr3L	1184	inactive
chr3L	1185	inactive
chr3L	1186	inactive
chr3L	1187	inactive
chr3L	1188	inactive
chr3L	1189	inactive
chr3L	1190	inactive
chr3L	1191	inactive
chr3L	1192	inactive
chr3L	1193	inactive
chr3L	1194	inactive
chr3L	1195	inactive
chr3L	1196	inactive
chr3L	1197	inactive
chr3L	1198	active
chr3L	1199	active
chr3L	1200	active
chr3L	1201	neutral
chr3L	1202	neutral
chr3L	1203	neutral
chr3L	1204	neutral
chr3L	1205	neutral
chr3L	1206	neutral
chr3L	1207	neutral
chr3L	1208	neutral
chr3L	1209	neutral
chr3L	1210	neutral
chr3L	1211	active
chr3L	1212	neutral
chr3L	1213	active
chr3L	1214	active
chr3L	1215	inactive
chr3L	1216	inactive
chr3L	1217	inactive
chr3L	1218	neutral
chr3L	1219	active
chr3L	1220	active
chr3L	1221	neutral
chr3L	1222	neutral
chr3L	1223	neutral
chr3L	1224	neutral
chr3L	1225	neutral
chr3L	1226	active
chr3L	1227	active
chr3L	1228	inactive
chr3L	1229	inactive
chr3L	1230	inactive
chr3L	1231	inactive
chr3L	1232	polycomb
chr3L	1233	inactive
chr3L	1234	inactive
chr3L	1235	inactive
chr3L	1236	inactive
chr3L	1237	inactive
chr3L	1238	neutral
chr3L	1239	active
chr3L	1240	active
chr3L	1241	polycomb
chr3L	1242	polycomb
chr3L	1243	polycomb
chr3L	1244	polycomb
chr3L	1245	polycomb
chr3L	1246	active
chr3L	1247	neutral
chr3L	1248	active
chr3L	1249	active
chr3L	1250	active
chr3L	1251	active
chr3L	1252	active
chr3L	1253	active
chr3L	1254	neutral
chr3L	1255	neutral
chr3L	1256	neutral
chr3L	1257	polycomb
chr3L	1258	polycomb
chr3L	1259	polycomb
chr3L	1260	polycomb
chr3L	1261	polycomb
chr3L	1262	polycomb
chr3L	1263	polycomb
chr3L	1264	polycomb
chr3L	1265	polycomb
chr3L	1266	polycomb
chr3L	1267	polycomb
chr3L	1268	polycomb
chr3L	1269	polycomb
chr3L	1270	polycomb
chr3L	1271	polycomb
chr3L	1272	neutral
chr3L	1273	active
chr3L	1274	active
chr3L	1275	active
chr3L	1276	active
chr3L	1277	neutral
chr3L	1278	neutral
chr3L	1279	neutral
chr3L	1280	active
chr3L	1281	active
chr3L	1282	neutral
chr3L	1283	neutral
chr3L	1284	active
chr3L	1285	inactive
