ch	bin	state	ntad
chr3L	525	neutral	58
chr3L	526	neutral	59
chr3L	527	neutral	59
chr3L	528	neutral	59
chr3L	529	neutral	59
chr3L	530	neutral	59
chr3L	531	neutral	59
chr3L	532	neutral	59
chr3L	533	neutral	59
chr3L	534	neutral	59
chr3L	535	neutral	59
chr3L	536	neutral	60
chr3L	537	neutral	60
chr3L	538	neutral	60
chr3L	539	neutral	60
chr3L	540	neutral	60
chr3L	541	neutral	60
chr3L	542	neutral	60
chr3L	543	neutral	60
chr3L	544	neutral	60
chr3L	545	neutral	60
chr3L	546	neutral	60
chr3L	547	neutral	60
chr3L	548	neutral	60
chr3L	549	neutral	60
chr3L	550	inactive	61
chr3L	551	inactive	61
chr3L	552	inactive	61
chr3L	553	inactive	61
chr3L	554	inactive	61
chr3L	555	inactive	61
chr3L	556	neutral	62
chr3L	557	neutral	62
chr3L	558	neutral	62
chr3L	559	neutral	62
chr3L	560	neutral	62
chr3L	561	neutral	62
chr3L	562	neutral	62
chr3L	563	neutral	62
chr3L	564	neutral	62
chr3L	565	neutral	63
chr3L	566	neutral	63
chr3L	567	neutral	63
chr3L	568	neutral	63
chr3L	569	neutral	63
chr3L	570	neutral	63
chr3L	571	neutral	63
chr3L	572	neutral	63
chr3L	573	neutral	63
chr3L	574	active	64
chr3L	575	active	64
chr3L	576	active	64
chr3L	577	active	64
chr3L	578	active	64
chr3L	579	active	64
chr3L	580	active	64
chr3L	581	neutral	65
chr3L	582	neutral	65
chr3L	583	neutral	65
chr3L	584	neutral	65
chr3L	585	neutral	65
chr3L	586	inactive	66
chr3L	587	inactive	66
chr3L	588	inactive	66
chr3L	589	inactive	66
chr3L	590	inactive	66
chr3L	591	inactive	66
chr3L	592	inactive	66
chr3L	593	inactive	66
chr3L	594	inactive	66
chr3L	595	inactive	66
chr3L	596	inactive	67
chr3L	597	inactive	67
chr3L	598	inactive	67
chr3L	599	inactive	67
chr3L	600	inactive	67
chr3L	601	inactive	67
chr3L	602	inactive	67
chr3L	603	inactive	67
chr3L	604	inactive	67
chr3L	605	inactive	68
chr3L	606	inactive	68
chr3L	607	inactive	68
chr3L	608	inactive	68
chr3L	609	inactive	68
chr3L	610	inactive	68
chr3L	611	inactive	68
chr3L	612	inactive	68
chr3L	613	inactive	68
chr3L	614	inactive	68
chr3L	615	inactive	68
chr3L	616	neutral	69
chr3L	617	neutral	69
chr3L	618	neutral	69
chr3L	619	neutral	69
chr3L	620	neutral	69
chr3L	621	neutral	69
chr3L	622	neutral	69
chr3L	623	neutral	69
chr3L	624	neutral	69
chr3L	625	inactive	70
chr3L	626	inactive	70
chr3L	627	inactive	70
chr3L	628	inactive	70
chr3L	629	inactive	70
chr3L	630	inactive	70
chr3L	631	inactive	70
chr3L	632	inactive	70
chr3L	633	neutral	.
chr3L	634	inactive	71
chr3L	635	inactive	71
chr3L	636	inactive	71
chr3L	637	inactive	71
chr3L	638	inactive	71
chr3L	639	inactive	71
chr3L	640	neutral	.
chr3L	641	neutral	.
chr3L	642	inactive	72
chr3L	643	inactive	72
chr3L	644	inactive	72
chr3L	645	inactive	72
chr3L	646	inactive	72
chr3L	647	inactive	72
chr3L	648	inactive	72
chr3L	649	neutral	73
chr3L	650	neutral	73
chr3L	651	neutral	73
chr3L	652	neutral	73
chr3L	653	neutral	73
chr3L	654	inactive	74
chr3L	655	inactive	74
chr3L	656	inactive	74
chr3L	657	inactive	74
chr3L	658	inactive	74
chr3L	659	inactive	74
chr3L	660	inactive	75
chr3L	661	inactive	75
chr3L	662	inactive	75
chr3L	663	inactive	75
chr3L	664	inactive	75
chr3L	665	inactive	75
chr3L	666	inactive	75
chr3L	667	inactive	75
chr3L	668	inactive	75
chr3L	669	inactive	75
chr3L	670	inactive	75
chr3L	671	active	76
chr3L	672	active	76
chr3L	673	active	76
chr3L	674	active	76
chr3L	675	polycomb	77
chr3L	676	polycomb	77
chr3L	677	polycomb	77
chr3L	678	polycomb	77
chr3L	679	polycomb	77
chr3L	680	polycomb	77
chr3L	681	polycomb	77
chr3L	682	polycomb	77
chr3L	683	polycomb	77
chr3L	684	polycomb	77
chr3L	685	polycomb	77
chr3L	686	polycomb	77
chr3L	687	polycomb	77
chr3L	688	neutral	.
chr3L	689	polycomb	78
chr3L	690	polycomb	78
chr3L	691	polycomb	78
chr3L	692	polycomb	78
chr3L	693	polycomb	78
chr3L	694	polycomb	78
chr3L	695	neutral	.
chr3L	696	neutral	.
chr3L	697	neutral	.
chr3L	698	inactive	79
chr3L	699	inactive	79
chr3L	700	inactive	79
chr3L	701	inactive	79
chr3L	702	inactive	79
chr3L	703	inactive	79
chr3L	704	inactive	79
chr3L	705	inactive	79
chr3L	706	inactive	79
chr3L	707	inactive	79
chr3L	708	inactive	79
chr3L	709	neutral	80
chr3L	710	neutral	80
chr3L	711	neutral	80
chr3L	712	neutral	80
chr3L	713	neutral	80
chr3L	714	neutral	80
chr3L	715	inactive	81
chr3L	716	inactive	81
chr3L	717	inactive	81
chr3L	718	inactive	81
chr3L	719	inactive	81
chr3L	720	inactive	81
chr3L	721	inactive	81
chr3L	722	inactive	81
chr3L	723	inactive	81
chr3L	724	inactive	82
chr3L	725	inactive	82
chr3L	726	inactive	82
chr3L	727	inactive	82
chr3L	728	inactive	82
chr3L	729	inactive	82
chr3L	730	inactive	82
chr3L	731	inactive	82
chr3L	732	active	83
chr3L	733	active	83
chr3L	734	active	83
chr3L	735	active	83
chr3L	736	inactive	84
chr3L	737	inactive	84
chr3L	738	inactive	84
chr3L	739	inactive	84
chr3L	740	inactive	84
chr3L	741	inactive	84
chr3L	742	inactive	84
chr3L	743	inactive	85
chr3L	744	inactive	85
chr3L	745	inactive	85
chr3L	746	inactive	85
chr3L	747	inactive	85
chr3L	748	inactive	85
chr3L	749	inactive	85
chr3L	750	inactive	85
chr3L	751	inactive	85
chr3L	752	inactive	86
chr3L	753	inactive	86
chr3L	754	inactive	86
chr3L	755	inactive	86
chr3L	756	inactive	86
chr3L	757	inactive	86
chr3L	758	inactive	86
chr3L	759	inactive	86
chr3L	760	inactive	86
chr3L	761	inactive	86
chr3L	762	inactive	86
chr3L	763	inactive	86
chr3L	764	neutral	.
chr3L	765	neutral	.
chr3L	766	neutral	.
chr3L	767	neutral	.
chr3L	768	inactive	87
chr3L	769	inactive	87
chr3L	770	inactive	87
chr3L	771	inactive	87
chr3L	772	inactive	87
chr3L	773	inactive	87
chr3L	774	inactive	87
chr3L	775	inactive	87
chr3L	776	inactive	87
chr3L	777	neutral	88
chr3L	778	neutral	88
chr3L	779	neutral	88
chr3L	780	neutral	88
chr3L	781	neutral	88
chr3L	782	neutral	88
chr3L	783	neutral	88
chr3L	784	neutral	88
chr3L	785	neutral	89
chr3L	786	neutral	89
chr3L	787	neutral	89
chr3L	788	neutral	89
chr3L	789	neutral	89
chr3L	790	neutral	89
chr3L	791	neutral	.
chr3L	792	polycomb	90
chr3L	793	polycomb	90
chr3L	794	polycomb	90
chr3L	795	polycomb	90
chr3L	796	polycomb	90
chr3L	797	neutral	91
chr3L	798	neutral	91
chr3L	799	neutral	91
chr3L	800	neutral	91
chr3L	801	neutral	91
chr3L	802	neutral	91
chr3L	803	neutral	91
chr3L	804	neutral	91
chr3L	805	neutral	92
chr3L	806	neutral	92
chr3L	807	neutral	92
chr3L	808	neutral	92
chr3L	809	neutral	92
chr3L	810	neutral	92
chr3L	811	active	93
chr3L	812	active	93
chr3L	813	active	93
chr3L	814	active	93
chr3L	815	active	93
chr3L	816	active	93
chr3L	817	active	93
chr3L	818	active	93
chr3L	819	neutral	94
chr3L	820	neutral	94
chr3L	821	neutral	94
chr3L	822	neutral	94
chr3L	823	neutral	94
chr3L	824	neutral	94
chr3L	825	neutral	94
chr3L	826	neutral	94
chr3L	827	neutral	94
chr3L	828	neutral	94
chr3L	829	inactive	95
chr3L	830	inactive	95
chr3L	831	inactive	95
chr3L	832	inactive	95
chr3L	833	inactive	95
chr3L	834	inactive	95
chr3L	835	inactive	95
chr3L	836	inactive	95
chr3L	837	inactive	95
chr3L	838	inactive	95
chr3L	839	neutral	.
chr3L	840	neutral	.
chr3L	841	neutral	.
chr3L	842	neutral	96
chr3L	843	neutral	96
chr3L	844	neutral	96
chr3L	845	neutral	96
chr3L	846	neutral	96
chr3L	847	neutral	96
chr3L	848	neutral	96
chr3L	849	neutral	.
chr3L	850	neutral	.
chr3L	851	neutral	.
chr3L	852	neutral	97
chr3L	853	neutral	97
chr3L	854	neutral	97
chr3L	855	neutral	97
chr3L	856	neutral	97
chr3L	857	neutral	97
chr3L	858	neutral	97
chr3L	859	neutral	97
chr3L	860	neutral	97
chr3L	861	neutral	97
chr3L	862	neutral	98
chr3L	863	neutral	98
chr3L	864	neutral	98
chr3L	865	neutral	98
chr3L	866	neutral	98
chr3L	867	neutral	98
chr3L	868	neutral	98
chr3L	869	neutral	98
chr3L	870	neutral	98
chr3L	871	neutral	99
chr3L	872	neutral	99
chr3L	873	neutral	99
chr3L	874	neutral	99
chr3L	875	neutral	99
chr3L	876	neutral	99
chr3L	877	neutral	99
chr3L	878	neutral	99
chr3L	879	neutral	99
chr3L	880	neutral	100
chr3L	881	neutral	100
chr3L	882	neutral	100
chr3L	883	neutral	100
chr3L	884	neutral	100
chr3L	885	neutral	100
chr3L	886	neutral	100
chr3L	887	neutral	100
chr3L	888	neutral	100
chr3L	889	neutral	101
chr3L	890	neutral	101
chr3L	891	neutral	101
chr3L	892	neutral	101
chr3L	893	neutral	101
chr3L	894	neutral	101
chr3L	895	active	102
chr3L	896	active	102
chr3L	897	active	102
chr3L	898	active	102
chr3L	899	polycomb	103
chr3L	900	polycomb	103
chr3L	901	polycomb	103
chr3L	902	polycomb	103
chr3L	903	polycomb	103
chr3L	904	polycomb	103
chr3L	905	polycomb	103
chr3L	906	polycomb	103
chr3L	907	neutral	.
chr3L	908	inactive	104
chr3L	909	inactive	104
chr3L	910	inactive	104
chr3L	911	inactive	104
chr3L	912	inactive	104
chr3L	913	neutral	105
chr3L	914	neutral	105
chr3L	915	neutral	105
chr3L	916	neutral	105
chr3L	917	neutral	105
chr3L	918	neutral	105
chr3L	919	neutral	105
chr3L	920	neutral	105
chr3L	921	neutral	105
chr3L	922	neutral	105
chr3L	923	neutral	.
chr3L	924	neutral	.
chr3L	925	neutral	.
chr3L	926	neutral	.
chr3L	927	neutral	106
chr3L	928	neutral	106
chr3L	929	neutral	106
chr3L	930	neutral	106
chr3L	931	neutral	106
chr3L	932	neutral	106
chr3L	933	neutral	106
chr3L	934	neutral	106
chr3L	935	neutral	106
chr3L	936	neutral	107
chr3L	937	neutral	107
chr3L	938	neutral	107
chr3L	939	neutral	107
chr3L	940	neutral	107
chr3L	941	neutral	107
chr3L	942	active	108
chr3L	943	active	108
chr3L	944	active	108
chr3L	945	active	108
chr3L	946	active	108
chr3L	947	active	108
chr3L	948	active	108
chr3L	949	active	108
chr3L	950	inactive	109
chr3L	951	inactive	109
chr3L	952	inactive	109
chr3L	953	inactive	109
chr3L	954	inactive	109
chr3L	955	inactive	109
chr3L	956	inactive	109
chr3L	957	inactive	109
chr3L	958	inactive	109
chr3L	959	inactive	109
chr3L	960	inactive	109
chr3L	961	active	110
chr3L	962	active	110
chr3L	963	active	110
chr3L	964	active	110
chr3L	965	active	110
chr3L	966	active	110
chr3L	967	active	110
chr3L	968	active	110
chr3L	969	neutral	.
chr3L	970	neutral	.
chr3L	971	neutral	.
chr3L	972	inactive	111
chr3L	973	inactive	111
chr3L	974	inactive	111
chr3L	975	inactive	111
chr3L	976	inactive	111
chr3L	977	inactive	111
chr3L	978	inactive	111
chr3L	979	inactive	111
chr3L	980	inactive	111
chr3L	981	inactive	111
chr3L	982	inactive	111
chr3L	983	active	112
chr3L	984	active	112
chr3L	985	active	112
chr3L	986	active	112
chr3L	987	active	112
chr3L	988	active	112
chr3L	989	neutral	113
chr3L	990	neutral	113
chr3L	991	neutral	113
chr3L	992	neutral	113
chr3L	993	neutral	113
chr3L	994	neutral	113
chr3L	995	neutral	113
chr3L	996	neutral	113
chr3L	997	neutral	114
chr3L	998	neutral	114
chr3L	999	neutral	114
chr3L	1000	neutral	114
chr3L	1001	neutral	114
chr3L	1002	neutral	114
chr3L	1003	neutral	114
chr3L	1004	neutral	114
chr3L	1005	neutral	.
chr3L	1006	neutral	115
chr3L	1007	neutral	115
chr3L	1008	neutral	115
chr3L	1009	neutral	115
chr3L	1010	neutral	115
chr3L	1011	neutral	115
chr3L	1012	neutral	115
chr3L	1013	neutral	115
chr3L	1014	neutral	115
chr3L	1015	neutral	115
chr3L	1016	neutral	115
chr3L	1017	neutral	115
chr3L	1018	neutral	115
chr3L	1019	neutral	115
chr3L	1020	neutral	115
chr3L	1021	neutral	115
chr3L	1022	neutral	116
chr3L	1023	neutral	116
chr3L	1024	neutral	116
chr3L	1025	neutral	116
chr3L	1026	neutral	116
chr3L	1027	neutral	116
chr3L	1028	neutral	116
chr3L	1029	neutral	116
chr3L	1030	neutral	116
chr3L	1031	neutral	116
chr3L	1032	inactive	117
chr3L	1033	inactive	117
chr3L	1034	inactive	117
chr3L	1035	inactive	117
chr3L	1036	inactive	117
chr3L	1037	inactive	117
chr3L	1038	inactive	117
chr3L	1039	inactive	117
chr3L	1040	inactive	117
chr3L	1041	inactive	117
chr3L	1042	inactive	117
chr3L	1043	inactive	117
chr3L	1044	inactive	117
chr3L	1045	inactive	118
chr3L	1046	inactive	118
chr3L	1047	inactive	118
chr3L	1048	inactive	118
chr3L	1049	inactive	118
chr3L	1050	inactive	118
chr3L	1051	inactive	118
chr3L	1052	inactive	118
chr3L	1053	inactive	118
chr3L	1054	neutral	119
chr3L	1055	neutral	119
chr3L	1056	neutral	119
chr3L	1057	neutral	119
chr3L	1058	neutral	119
chr3L	1059	neutral	119
chr3L	1060	neutral	119
chr3L	1061	neutral	119
chr3L	1062	neutral	119
chr3L	1063	neutral	119
chr3L	1064	neutral	119
chr3L	1065	neutral	120
chr3L	1066	neutral	120
chr3L	1067	neutral	120
chr3L	1068	neutral	120
chr3L	1069	neutral	121
chr3L	1070	neutral	121
chr3L	1071	neutral	121
chr3L	1072	neutral	121
chr3L	1073	neutral	121
chr3L	1074	neutral	121
chr3L	1075	neutral	121
chr3L	1076	neutral	121
chr3L	1077	neutral	121
chr3L	1078	neutral	121
chr3L	1079	neutral	121
chr3L	1080	neutral	121
chr3L	1081	neutral	121
chr3L	1082	neutral	121
